,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,IND,98.0,.522,14.4,26.7,.100,105.1
1,MEM,98.0,.607,16.2,22.9,.167,118.4
