,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAC,103.1,.644,14.5,27.0,.106,127.1
1,DET,103.1,.553,18.2,27.7,.188,106.7
