,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MEM,101.5,.506,13.4,20.0,.256,107.4
1,PHO,101.5,.488,13.6,27.3,.422,114.3
