,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MEM,100.9,.494,14.0,18.2,.300,104.1
1,NOP,100.9,.485,11.2,19.2,.216,103.2
