,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAC,99.3,.546,14.1,10.3,.382,112.8
1,NOP,99.3,.511,8.8,27.7,.322,117.8
