,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIL,101.6,.563,8.6,25.5,.219,127.0
1,BRK,101.6,.564,7.0,23.4,.109,123.1
