,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Kevin Durant,46:19,.648,.593,.333,.259,0.0,16.7,9.7,38.6,2.2,3.6,18.9,35.6,116,116,5.7
1,Grayson Allen,43:07,.788,.813,.750,.250,0.0,9.0,5.2,9.3,1.2,1.9,18.4,11.2,125,124,-3.0
2,Eric Gordon,40:55,.592,.594,.750,.125,3.3,9.5,6.9,21.2,2.5,4.1,5.6,19.4,127,120,3.8
3,Devin Booker,40:05,.530,.429,.333,.381,3.4,9.6,7.0,30.1,0.0,2.1,10.9,30.5,116,126,-5.2
4,Jusuf Nurkić,34:51,.705,.636,.000,.364,15.5,22.2,19.4,8.7,1.5,4.8,13.6,18.8,136,114,-0.7
5,Keita Bates-Diop,23:16,.466,.417,.667,.167,5.8,0.0,2.4,5.5,2.2,7.2,0.0,12.3,115,126,-3.4
6,Nassir Little,19:57,.635,.714,.714,.286,13.5,4.8,8.5,15.2,0.0,12.6,0.0,17.6,139,126,5.6
7,Drew Eubanks,16:51,.500,.500,.000,.000,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.6,114,133,-8.8
8,Josh Okogie,13:38,.750,.750,1.000,.000,19.8,7.1,12.4,0.0,11.2,0.0,33.3,9.8,116,103,6.8
9,Jordan Goodwin,10:59,,,,,0.0,26.4,15.4,31.7,4.6,0.0,100.0,4.0,106,106,3.7
10,Udoka Azubuike,Did Not Play,,,,,,,,,,,,,,,
11,Bol Bol,Did Not Play,,,,,,,,,,,,,,,
12,Saben Lee,Did Not Play,,,,,,,,,,,,,,,
13,Chimezie Metu,Did Not Play,,,,,,,,,,,,,,,
