,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Kelly Oubre Jr.,29:39,.567,.567,.400,.267,3.3,24.5,11.8,8.7,0.0,0.0,10.7,32.0,98,126,0.9
1,Tyrese Maxey,27:52,.571,.536,.429,.143,3.5,5.2,4.2,35.0,0.0,0.0,11.8,30.6,106,131,4.1
2,Tobias Harris,26:29,.167,.167,.333,.000,0.0,16.5,6.6,6.4,4.2,0.0,14.3,13.3,36,118,-10.1
3,Kyle Lowry,21:07,.250,.250,.750,.000,0.0,13.8,5.5,49.2,5.3,0.0,20.0,12.0,81,117,1.1
4,Mo Bamba,16:37,.833,.833,.333,.000,5.9,8.8,7.0,0.0,0.0,7.4,0.0,9.1,162,126,-1.4
5,Paul Reed,27:45,.717,.750,.125,.500,10.6,26.2,16.9,0.0,4.0,0.0,9.3,19.6,131,116,3.9
6,Buddy Hield,24:15,.409,.409,.636,.000,4.0,18.0,9.7,35.9,0.0,5.1,8.3,25.0,89,125,-0.1
7,Nicolas Batum,21:04,.000,.000,.750,.000,0.0,13.8,5.6,0.0,2.6,0.0,0.0,9.6,0,123,-14.3
8,Cameron Payne,20:11,.325,.222,.333,.444,0.0,7.2,2.9,9.4,0.0,6.1,0.0,26.9,73,127,-12.7
9,KJ Martin,10:35,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0,132,-17.3
10,Jeff Dowtin,7:57,.000,.000,1.000,.000,0.0,18.3,7.4,0.0,0.0,0.0,0.0,6.4,0,128,-16.6
11,Ricky Council IV,6:29,.515,.333,.000,.667,0.0,0.0,0.0,0.0,0.0,19.0,0.0,30.2,108,122,7.0
