,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,IND,97.5,.611,9.2,20.5,.178,129.3
1,PHI,97.5,.571,8.8,48.9,.162,140.6
