,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,TOR,99.4,.473,8.9,19.3,.141,100.7
1,NYK,99.4,.625,17.8,42.9,.182,126.8
