,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DEN,96.7,.607,11.3,17.9,.101,121.0
1,SAS,96.7,.525,14.7,26.7,.259,109.6
