,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NYK,97.4,.584,9.9,25.0,.270,131.4
1,PHI,97.4,.444,13.1,17.0,.247,94.5
