,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,LeBron James,40:07,.583,.574,.296,.111,7.0,17.1,12.6,33.4,3.7,2.6,12.4,33.9,119,124,7.7
1,Taurean Prince,36:56,1.250,1.250,1.000,.000,0.0,12.4,6.8,12.2,0.0,0.0,14.3,8.0,191,136,8.2
2,Anthony Davis,36:45,.728,.738,.095,.476,19.2,18.7,18.9,0.0,0.0,5.7,7.3,31.4,139,131,4.7
3,D'Angelo Russell,25:00,.389,.389,.444,.000,0.0,9.1,5.1,31.1,0.0,0.0,18.2,18.5,100,137,-10.6
4,Cam Reddish,22:10,.500,.500,.000,.000,6.4,10.3,8.5,9.7,0.0,4.7,33.3,11.4,89,134,-7.5
5,Austin Reaves,31:48,.679,.643,.500,.357,0.0,18.0,9.9,31.4,0.0,0.0,15.6,25.4,131,134,3.9
6,Rui Hachimura,28:31,.389,.389,.222,.000,0.0,12.0,6.6,7.7,1.7,0.0,10.0,14.8,87,132,-9.8
7,Jaxson Hayes,12:45,.000,.000,.000,.000,22.1,17.9,19.8,7.7,0.0,0.0,0.0,3.3,133,134,-10.6
8,Max Christie,5:57,,,,,0.0,0.0,0.0,16.5,0.0,0.0,,0.0,231,140,-3.5
9,Jarred Vanderbilt,Did Not Dress,,,,,,,,,,,,,,,
10,Gabe Vincent,Did Not Dress,,,,,,,,,,,,,,,
11,Christian Wood,Did Not Play,,,,,,,,,,,,,,,
