,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Desmond Bane,32:19,6,14,.429,2,6,.333,1,1,1.000,1,2,3,3,1,0,3,2,15,8.2,-23
1,Santi Aldama,31:04,2,4,.500,1,3,.333,0,0,,2,7,9,3,1,4,1,1,5,11.0,-17
2,GG Jackson II,30:26,6,15,.400,2,8,.250,1,1,1.000,1,2,3,2,1,0,1,0,15,9.6,-17
3,Jaren Jackson Jr.,26:20,4,18,.222,1,7,.143,2,4,.500,3,1,4,5,2,4,1,4,11,7.3,-22
4,Scotty Pippen Jr.,26:13,5,9,.556,3,6,.500,4,4,1.000,1,1,2,4,0,0,5,3,17,10.3,-17
5,Lamar Stevens,22:56,6,10,.600,0,1,.000,7,7,1.000,1,2,3,2,1,0,0,1,19,17.7,-5
6,Jake LaRavia,22:54,1,9,.111,0,7,.000,1,4,.250,0,2,2,2,1,0,0,2,3,-1.9,-18
7,Trey Jemison,21:40,3,5,.600,0,0,,2,2,1.000,3,2,5,1,1,1,2,1,8,8.4,-3
8,DeJon Jarreau,20:13,2,6,.333,1,4,.250,0,3,.000,2,2,4,3,0,0,1,1,5,3.1,-6
9,Mãozinha Pereira,5:55,2,4,.500,1,2,.500,0,1,.000,3,2,5,0,1,0,0,0,5,6.3,+3
10,Vince Williams Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Ziaire Williams,Did Not Play,,,,,,,,,,,,,,,,,,,,
