,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,UTA,94.1,.560,10.7,14.3,.205,116.9
1,GSW,94.1,.609,12.1,32.4,.065,125.4
