,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Luka Dončić,41:16,17,29,.586,6,11,.545,5,5,1.000,0,9,9,14,3,0,1,1,45,45.6,+13
1,Kyrie Irving,38:49,12,24,.500,5,8,.625,1,1,1.000,1,5,6,3,1,1,3,1,30,20.6,-8
2,P.J. Washington,35:26,5,8,.625,1,3,.333,0,1,.000,0,2,2,2,3,1,0,2,11,11.9,+17
3,Josh Green,28:58,3,8,.375,1,5,.200,0,0,,0,1,1,1,4,0,0,1,7,7.2,-11
4,Dereck Lively II,22:09,4,4,1.000,0,0,,1,4,.250,2,4,6,0,0,2,0,1,9,10.2,-5
5,Maxi Kleber,26:48,1,3,.333,1,2,.500,1,2,.500,1,6,7,1,0,1,0,2,4,5.0,-3
6,Tim Hardaway Jr.,26:16,2,5,.400,0,1,.000,0,0,,1,2,3,1,0,1,0,1,4,3.6,+10
7,Derrick Jones Jr.,8:32,1,3,.333,0,1,.000,1,2,.500,0,0,0,0,0,0,1,0,3,-0.1,-5
8,Daniel Gafford,6:51,2,3,.667,0,0,,0,0,,0,2,2,0,0,0,0,2,4,2.5,-7
9,Jaden Hardy,4:55,1,4,.250,0,2,.000,0,0,,0,0,0,1,0,0,0,1,2,-0.1,-11
10,Markieff Morris,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Dwight Powell,Did Not Play,,,,,,,,,,,,,,,,,,,,
