,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DAL,96.7,.604,4.9,11.6,.099,123.0
1,CLE,96.7,.651,15.0,22.5,.157,125.1
