,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NYK,101.1,.484,6.9,26.9,.234,111.8
1,UTA,101.1,.520,12.3,31.9,.153,115.8
