,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHO,99.8,.585,13.4,10.8,.183,111.2
1,SAC,99.8,.511,16.7,32.6,.109,104.2
