,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,UTA,105.0,.543,12.9,22.0,.217,114.2
1,OKC,105.0,.615,10.4,17.9,.167,127.6
