,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DET,94.8,.506,9.2,22.7,.225,116.0
1,MIA,94.8,.576,8.6,20.0,.235,124.4
