,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,TOR,104.1,.551,9.0,31.9,.182,122.0
1,DAL,104.1,.577,13.3,14.6,.226,111.4
