,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DET,102.9,.457,18.7,15.6,.222,89.4
1,PHI,102.9,.490,9.0,31.4,.286,120.5
