,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAC,103.0,.563,11.0,31.9,.189,121.4
1,PHO,103.0,.594,10.6,16.7,.341,126.2
