,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Bam Adebayo,30:27,8,14,.571,0,0,,7,9,.778,3,8,11,6,1,0,1,3,23,23.1,+7
1,Duncan Robinson,29:46,7,11,.636,6,9,.667,2,2,1.000,0,2,2,2,0,0,0,3,22,17.9,+7
2,Jimmy Butler,29:15,4,11,.364,0,2,.000,8,9,.889,0,3,3,6,1,0,1,2,16,13.8,+17
3,Kyle Lowry,26:34,3,6,.500,2,4,.500,0,0,,1,4,5,6,0,0,1,1,8,9.7,+15
4,Haywood Highsmith,20:03,3,4,.750,1,1,1.000,0,0,,1,1,2,3,1,0,1,3,7,7.3,+1
5,Jaime Jaquez Jr.,32:42,8,13,.615,3,4,.750,0,0,,2,1,3,4,2,0,0,1,19,19.2,+24
6,Josh Richardson,29:45,4,12,.333,2,6,.333,0,0,,2,2,4,1,0,1,3,2,10,2.8,+11
7,Caleb Martin,21:26,1,6,.167,0,3,.000,0,0,,0,4,4,2,1,0,0,1,2,1.4,+3
8,Kevin Love,15:04,4,6,.667,3,5,.600,0,0,,0,8,8,1,0,0,1,2,11,9.7,+17
9,Orlando Robinson,2:28,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-6
10,Dru Smith,2:28,0,1,.000,0,1,.000,0,0,,0,1,1,0,1,0,0,0,0,0.6,-6
11,Thomas Bryant,Did Not Play,,,,,,,,,,,,,,,,,,,,
