,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAC,97.7,.505,8.2,22.0,.128,109.5
1,BRK,97.7,.390,14.9,14.0,.116,78.8
