,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIA,92.6,.517,8.6,22.9,.135,112.3
1,DET,92.6,.542,11.9,16.3,.133,109.1
