,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAC,93.7,.472,10.9,32.6,.205,107.8
1,GSW,93.7,.549,16.3,17.1,.160,108.9
