,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,OKC,96.6,.583,10.1,21.4,.133,121.1
1,UTA,96.6,.596,14.8,39.5,.202,128.3
