,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,LAL,108.4,.566,10.5,8.7,.176,109.8
1,HOU,108.4,.592,12.1,31.1,.194,124.5
