,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,GSW,102.3,.585,10.4,29.3,.181,124.2
1,PHI,102.3,.459,11.8,21.6,.143,101.7
