,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,POR,99.5,.588,16.8,15.4,.071,106.5
1,ATL,99.5,.612,14.6,22.9,.188,120.6
