,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,LAL,94.2,.512,16.1,15.4,.108,99.8
1,PHI,94.2,.624,4.6,36.6,.237,146.5
