,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Jayson Tatum,35:33,8,16,.500,2,8,.250,3,3,1.000,1,6,7,4,0,0,4,2,21,13.5,+18
1,Jaylen Brown,34:47,12,23,.522,3,8,.375,3,5,.600,2,6,8,6,0,1,3,1,30,22.6,+22
2,Jrue Holiday,33:11,5,8,.625,4,5,.800,0,0,,1,6,7,9,1,0,3,3,14,16.0,+19
3,Derrick White,28:30,5,7,.714,2,3,.667,2,2,1.000,0,3,3,7,2,0,0,4,14,17.3,+15
4,Al Horford,28:24,6,8,.750,4,6,.667,0,0,,0,9,9,6,2,3,3,3,16,19.6,+18
5,Payton Pritchard,22:50,4,10,.400,3,7,.429,0,0,,1,4,5,2,1,0,0,0,11,9.9,+11
6,Sam Hauser,20:43,3,12,.250,2,10,.200,1,2,.500,4,6,10,2,0,0,2,1,9,5.0,+13
7,Luke Kornet,19:27,2,3,.667,0,0,,0,0,,2,1,3,0,0,3,1,3,4,4.3,+9
8,Dalano Banton,14:36,2,3,.667,1,2,.500,0,0,,0,0,0,0,0,1,0,1,5,4.0,+10
9,Svi Mykhailiuk,1:52,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
10,Lamar Stevens,0:07,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0.7,0
11,Oshae Brissett,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Neemias Queta,Did Not Play,,,,,,,,,,,,,,,,,,,,
