,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,BOS,97.2,.618,6.5,19.0,.213,132.7
1,DET,97.2,.560,16.9,22.9,.108,104.9
