,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIA,92.7,.545,7.8,18.6,.148,117.6
1,NYK,92.7,.615,6.6,26.8,.207,134.9
