,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,GSW,98.0,.540,11.8,21.4,.230,116.3
1,DEN,98.0,.573,12.7,25.0,.317,122.5
