,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIA,96.1,.567,8.4,19.5,.202,123.8
1,HOU,96.1,.456,8.2,23.1,.244,108.2
