,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Grayson Allen,38:49,8,14,.571,8,14,.571,2,2,1.000,0,3,3,3,0,1,0,3,26,21.9,+9
1,Kevin Durant,34:52,11,19,.579,2,5,.400,11,12,.917,0,3,3,1,1,0,4,1,35,23.9,+8
2,Bradley Beal,33:25,8,16,.500,1,4,.250,3,4,.750,1,1,2,8,1,1,2,2,20,17.1,0
3,Royce O'Neale,31:37,4,8,.500,2,6,.333,0,0,,1,7,8,6,1,1,0,2,10,13.9,+9
4,Jusuf Nurkić,26:01,3,5,.600,0,0,,1,2,.500,3,11,14,5,0,2,7,5,7,5.6,+3
5,Eric Gordon,22:54,2,7,.286,1,4,.250,0,0,,0,2,2,1,1,0,0,1,5,2.8,-3
6,Drew Eubanks,20:45,3,5,.600,0,0,,0,0,,4,4,8,1,1,1,1,0,6,9.1,+8
7,Bol Bol,16:23,5,7,.714,1,1,1.000,0,0,,1,7,8,0,1,0,0,0,11,11.9,-2
8,Saben Lee,15:14,0,5,.000,0,1,.000,0,0,,0,1,1,4,0,0,0,2,0,-1.2,+3
9,David Roddy,Did Not Play,,,,,,,,,,,,,,,,,,,,
10,Ish Wainright,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Thaddeus Young,Did Not Play,,,,,,,,,,,,,,,,,,,,
