,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,POR,101.0,.420,12.6,25.9,.202,97.0
1,PHI,101.0,.555,13.1,28.2,.427,124.7
