,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,ORL,99.8,.449,9.9,15.7,.250,101.2
1,BRK,99.8,.582,9.5,32.6,.253,129.2
