,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,IND,98.5,.554,10.9,4.7,.120,103.6
1,CHO,98.5,.598,15.2,14.3,.159,112.7
