,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DET,90.4,.438,11.5,24.4,.247,100.7
1,MIN,90.4,.579,11.9,22.5,.134,117.3
