,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,ORL,95.5,.495,8.7,31.9,.234,120.4
1,CHO,95.5,.701,18.0,15.4,.319,129.8
