,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,LAC,100.1,.553,8.7,28.6,.232,126.8
1,TOR,100.1,.490,9.4,28.3,.135,106.8
