,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Stephen Curry,30:46,.734,.722,.556,.222,8.2,19.5,14.5,22.0,0.0,0.0,9.2,31.4,138,98,9.2
1,Brandin Podziemski,26:16,.571,.571,.714,.000,4.8,22.8,14.9,12.0,0.0,3.7,12.5,13.5,119,94,-0.7
2,Draymond Green,25:05,.524,.545,.364,.091,0.0,23.9,13.4,27.7,0.0,7.7,20.8,25.6,100,90,-1.9
3,Jonathan Kuminga,25:00,.714,.714,.286,.000,5.1,12.0,8.9,11.4,3.8,11.5,12.5,28.4,121,81,9.8
4,Andrew Wiggins,13:42,.300,.300,.400,.000,9.2,7.3,8.1,14.8,3.5,0.0,16.7,19.5,83,92,-6.4
5,Klay Thompson,21:08,.714,.714,.714,.000,0.0,9.5,5.3,21.7,0.0,0.0,0.0,14.7,156,100,3.8
6,Moses Moody,20:45,.429,.429,.000,.000,6.1,14.5,10.8,5.3,2.3,4.6,0.0,15.0,104,90,-3.1
7,Chris Paul,19:52,.600,.600,1.000,.000,0.0,10.1,5.6,47.1,7.2,0.0,28.6,15.6,131,83,10.6
8,Trayce Jackson-Davis,18:34,.845,.875,.000,.250,13.6,21.5,18.0,0.0,2.6,20.7,10.1,23.6,146,75,11.8
9,Gary Payton II,15:55,1.125,1.125,.250,.000,0.0,18.8,10.5,0.0,3.0,6.0,0.0,11.2,225,86,10.5
10,Kevon Looney,5:57,1.000,1.000,.000,.000,0.0,16.8,9.4,23.1,0.0,0.0,0.0,14.9,208,98,13.3
11,Lester Quinones,4:15,.750,.750,1.000,.000,0.0,94.1,52.5,0.0,11.2,0.0,0.0,20.9,133,58,23.2
12,Jerome Robinson,4:15,,,,,0.0,0.0,0.0,44.3,0.0,22.6,100.0,10.4,91,84,11.9
13,Gui Santos,4:15,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0,102,-19.2
14,Dario Šarić,4:15,,,,,0.0,23.5,13.1,44.3,0.0,0.0,100.0,10.4,91,97,1.3
