,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Damian Lillard,33:20,.608,.594,.625,.063,0.0,3.8,1.7,36.1,1.4,2.8,10.8,24.0,113,127,6.9
1,Giannis Antetokounmpo,32:34,.607,.567,.200,.600,6.1,19.4,12.0,39.8,0.0,2.8,9.5,27.9,121,127,8.8
2,Malik Beasley,32:21,.200,.200,.600,.000,3.1,7.8,5.2,4.8,1.5,2.9,9.1,14.8,47,126,-11.8
3,Brook Lopez,27:31,.409,.409,.364,.000,7.3,9.2,8.1,0.0,1.7,0.0,0.0,17.3,88,127,-6.5
4,Jae Crowder,17:24,.333,.333,.167,.000,5.7,36.3,19.2,9.7,2.7,0.0,0.0,15.0,81,120,-3.3
5,Bobby Portis,23:47,.720,.692,.308,.154,0.0,31.9,14.1,11.3,0.0,0.0,26.5,34.5,94,126,-2.4
6,Pat Connaughton,22:24,.750,.750,.750,.000,0.0,11.3,5.0,21.6,0.0,0.0,0.0,7.7,156,131,1.8
7,Patrick Beverley,17:12,.301,.000,.000,1.500,0.0,29.4,13.0,0.0,2.8,10.7,37.6,13.4,39,112,-8.6
8,A.J. Green,12:55,.167,.167,.833,.000,0.0,9.8,4.3,12.3,0.0,0.0,14.3,23.5,36,131,-19.4
9,Danilo Gallinari,9:05,.000,.000,1.000,.000,0.0,13.9,6.1,0.0,5.2,0.0,33.3,14.3,0,118,-15.3
10,MarJon Beauchamp,4:15,.000,.000,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0,133,-33.1
11,Andre Jackson Jr.,4:15,.000,.000,.000,.000,0.0,29.7,13.1,0.0,0.0,0.0,50.0,20.4,0,128,-27.0
12,Thanasis Antetokounmpo,2:57,,,,,0.0,0.0,0.0,0.0,32.3,0.0,,0.0,0,55,29.4
