,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CLE,100.4,.541,8.1,20.0,.124,116.5
1,SAS,100.4,.429,9.3,25.5,.173,100.6
