,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,LAL,96.7,.505,6.2,27.3,.202,117.9
1,BOS,96.7,.505,13.0,27.5,.072,108.6
