,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,TOR,101.7,.600,21.4,16.7,.227,105.2
1,ORL,101.7,.560,9.9,31.3,.140,123.8
