,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Josh Giddey,35:28,6,17,.353,0,2,.000,2,2,1.000,2,7,9,12,1,0,5,2,14,11.6,-1
1,Luguentz Dort,31:55,8,15,.533,2,7,.286,4,5,.800,0,2,2,1,0,0,2,3,22,12.4,+3
2,Isaiah Joe,31:52,3,8,.375,2,5,.400,2,2,1.000,2,2,4,3,1,0,0,0,10,10.7,+3
3,Chet Holmgren,28:07,4,12,.333,1,6,.167,6,8,.750,0,8,8,0,0,3,2,4,15,8.3,+5
4,Gordon Hayward,13:18,2,3,.667,0,0,,3,3,1.000,0,0,0,0,1,0,0,0,7,6.7,+4
5,Kenrich Williams,25:37,7,7,1.000,2,2,1.000,2,2,1.000,3,5,8,3,0,1,2,3,18,19.1,-10
6,Cason Wallace,20:46,1,5,.200,0,1,.000,0,0,,0,1,1,1,3,1,2,3,2,0.4,-29
7,Lindy Waters III,17:32,5,9,.556,1,5,.200,1,1,1.000,1,3,4,3,2,0,0,0,12,13.4,-12
8,Aaron Wiggins,16:20,2,5,.400,0,1,.000,0,0,,0,1,1,1,0,0,0,2,4,1.5,-15
9,Jaylin Williams,12:13,2,3,.667,0,1,.000,0,0,,0,1,1,0,0,1,2,0,4,1.7,-21
10,Mike Muscala,6:52,2,2,1.000,0,0,,0,1,.000,1,0,1,0,0,0,0,0,4,3.7,+3
11,Bismack Biyombo,Did Not Play,,,,,,,,,,,,,,,,,,,,
