,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIL,102.6,.598,12.2,20.0,.163,121.8
1,SAS,102.6,.558,9.7,22.7,.158,117.9
