,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Chris Paul,36:00,.519,.500,.214,.071,0.0,15.9,7.6,18.4,4.1,2.8,21.7,21.6,89,101,1.1
1,Dario Šarić,32:12,.595,.500,.733,.400,3.2,10.6,6.8,21.3,3.0,0.0,10.2,25.7,121,106,6.1
2,Andrew Wiggins,27:37,.300,.300,.467,.000,7.6,20.7,13.8,0.0,5.3,3.7,21.1,29.0,54,96,-12.9
3,Draymond Green,1:43,,,,,0.0,100.0,63.5,0.0,0.0,0.0,100.0,24.5,0,82,-38.4
4,Klay Thompson,1:43,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0,116,-29.4
5,Brandin Podziemski,38:57,.609,.583,.444,.111,2.7,17.6,9.8,23.8,1.3,0.0,13.7,23.6,113,109,3.2
6,Kevon Looney,31:34,.250,.250,.000,.000,19.8,21.7,20.7,12.9,1.6,0.0,0.0,5.3,131,107,-0.9
7,Jonathan Kuminga,15:58,.644,.667,.333,.667,6.5,7.2,6.8,9.7,0.0,0.0,20.5,12.9,111,114,-5.1
8,Gary Payton II,15:39,.700,.700,.600,.000,6.7,14.6,10.5,22.1,0.0,0.0,0.0,13.4,154,112,6.5
9,Moses Moody,13:41,.799,.750,.333,.333,7.6,8.4,8.0,30.5,3.6,0.0,0.0,21.2,171,106,20.9
10,Cory Joseph,13:14,.466,.500,.500,.167,0.0,0.0,0.0,48.8,0.0,0.0,23.7,26.8,90,116,-2.3
11,Trayce Jackson-Davis,11:40,.532,.000,.000,2.000,0.0,19.6,9.4,33.4,0.0,0.0,51.5,14.0,85,111,-3.8
12,Gui Santos,Did Not Play,,,,,,,,,,,,,,,
