,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHO,91.4,.481,11.1,13.6,.188,100.7
1,CLE,91.4,.634,11.7,25.0,.070,125.8
