,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CLE,98.4,.512,14.1,16.7,.193,102.6
1,PHO,98.4,.609,13.7,21.1,.184,123.9
