,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DAL,103.0,.614,8.7,19.1,.185,126.2
1,WAS,103.0,.551,10.8,17.8,.213,113.6
