,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NOP,98.1,.507,16.7,19.5,.333,102.9
1,HOU,98.1,.466,8.2,18.0,.250,106.0
