,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAS,108.0,.520,8.4,16.3,.173,110.2
1,DAL,108.0,.635,9.9,24.4,.170,133.3
