,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,ORL,96.6,.500,16.8,19.0,.188,98.3
1,MIA,96.6,.615,12.0,26.2,.161,125.2
