,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Stephen Curry,34:53,9,24,.375,6,18,.333,1,1,1.000,3,8,11,5,0,0,1,0,25,18.8,-13
1,Draymond Green,33:19,4,10,.400,0,1,.000,3,4,.750,2,6,8,6,0,2,1,2,11,12.2,+4
2,Jonathan Kuminga,29:39,4,17,.235,0,3,.000,3,4,.750,2,6,8,2,2,1,3,2,11,3.8,-13
3,Brandin Podziemski,27:09,5,8,.625,3,5,.600,0,0,,5,5,10,2,1,0,2,2,13,14.0,+6
4,Andrew Wiggins,22:00,4,11,.364,0,3,.000,0,0,,3,2,5,1,0,1,0,1,8,5.6,-12
5,Klay Thompson,28:24,6,15,.400,3,10,.300,2,2,1.000,0,4,4,2,1,0,3,2,17,8.7,-7
6,Trayce Jackson-Davis,25:46,4,5,.800,0,0,,1,3,.333,5,5,10,2,1,2,1,1,9,13.7,-9
7,Chris Paul,24:52,5,10,.500,2,5,.400,0,0,,2,4,6,4,0,0,2,4,12,8.8,-2
8,Gary Payton II,7:33,0,1,.000,0,0,,1,2,.500,1,0,1,0,0,0,1,0,1,-0.4,-10
9,Moses Moody,6:25,2,5,.400,0,3,.000,0,0,,1,0,1,0,1,0,0,1,4,2.6,-4
10,Kevon Looney,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Lester Quinones,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Jerome Robinson,Did Not Play,,,,,,,,,,,,,,,,,,,,
13,Dario Šarić,Did Not Play,,,,,,,,,,,,,,,,,,,,
