,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CLE,93.4,.550,13.2,22.5,.250,115.6
1,IND,93.4,.511,10.1,31.8,.110,110.3
