,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,GSW,104.8,.630,12.5,34.2,.272,134.6
1,OKC,104.8,.693,16.5,21.9,.289,132.7
