,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Shai Gilgeous-Alexander,33:21,.508,.475,.250,.300,3.3,22.7,12.3,32.9,4.2,3.1,20.9,34.8,98,96,-1.5
1,Jalen Williams,27:06,.720,.692,.000,.154,0.0,14.0,6.5,16.6,5.1,7.7,17.8,25.3,121,91,8.4
2,Chet Holmgren,26:36,.692,.692,.308,.000,12.3,33.2,22.0,5.4,3.5,3.9,0.0,19.8,150,96,8.5
3,Luguentz Dort,22:44,.530,.500,.556,.111,0.0,16.7,7.7,10.7,0.0,0.0,9.6,18.6,109,108,-7.4
4,Josh Giddey,21:57,.776,.750,.333,.167,0.0,11.5,5.3,27.9,0.0,4.8,23.7,15.6,132,105,2.5
5,Gordon Hayward,23:50,.512,.375,.750,.500,0.0,31.8,14.7,4.4,0.0,0.0,29.1,11.7,84,106,-11.6
6,Cason Wallace,23:39,.551,.550,.500,.200,13.8,5.3,9.9,5.1,3.9,0.0,0.0,18.7,132,101,4.0
7,Kenrich Williams,23:07,.857,.857,.429,.000,14.2,10.9,12.7,11.0,8.0,0.0,0.0,12.3,184,91,16.6
8,Isaiah Joe,17:18,.633,.500,.800,.600,0.0,7.3,3.4,13.1,0.0,0.0,0.0,14.8,150,109,-3.0
9,Aaron Wiggins,12:17,.521,.500,.000,1.000,0.0,10.3,4.8,17.7,11.3,0.0,25.8,12.8,99,84,7.3
10,Lindy Waters III,4:51,.000,.000,.200,.000,45.0,26.0,36.2,0.0,0.0,0.0,0.0,41.8,35,107,-44.3
11,Mike Muscala,3:14,1.000,1.000,.000,.000,33.7,0.0,18.1,0.0,0.0,0.0,0.0,12.5,208,110,7.3
12,Bismack Biyombo,Did Not Play,,,,,,,,,,,,,,,
13,Jaylin Williams,Did Not Play,,,,,,,,,,,,,,,
