,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Marcus Smart,39:09,9,16,.563,8,14,.571,3,4,.750,1,1,2,5,1,0,3,2,29,22.7,+13
1,Desmond Bane,37:00,8,14,.571,5,8,.625,3,4,.750,0,5,5,13,1,0,3,2,24,24.8,+11
2,Ja Morant,34:37,7,17,.412,3,7,.429,4,5,.800,2,5,7,7,1,1,2,3,21,17.8,+15
3,Bismack Biyombo,31:15,3,3,1.000,0,0,,0,0,,1,9,10,1,0,0,2,2,6,6.4,+17
4,Jaren Jackson Jr.,29:30,11,14,.786,5,6,.833,4,4,1.000,0,9,9,1,0,3,3,5,31,26.1,+1
5,Luke Kennard,20:28,0,4,.000,0,3,.000,0,0,,1,2,3,4,1,0,0,0,0,2.3,0
6,Ziaire Williams,20:19,6,11,.545,2,6,.333,1,1,1.000,0,1,1,1,1,0,2,2,15,8.9,+10
7,Xavier Tillman Sr.,11:48,0,1,.000,0,0,,1,2,.500,1,4,5,1,2,0,1,3,1,2.3,+6
8,Santi Aldama,9:14,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,0,0,0.0,-3
9,David Roddy,6:40,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,1,0,-1.2,0
10,John Konchar,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Derrick Rose,Did Not Dress,,,,,,,,,,,,,,,,,,,,
